value,dbpedia-2015,dbpedia-2022-matched,dbpedia-2025,relative_change
nodes/http://dbpedia.org/resource/Viscount_Templewood/rank_weighted,23253.000000,4496.000000,6682.000000,-0.712639
nodes/http://dbpedia.org/resource/Kenyon_Vaughan-Morgan/rank_weighted,30925.000000,12491.000000,8887.000000,-0.712627
nodes/http://dbpedia.org/resource/Whitby/rank_weighted,15509.000000,10777.000000,4457.000000,-0.712618
nodes/http://dbpedia.org/resource/Conservatism/entropy_weighted,0.565943,0.822514,0.162642,-0.712618
"nodes/http://dbpedia.org/resource/Royal_Military_College,_Sandhurst/rank_unweighted",4272.000000,1036.000000,1228.000000,-0.712547
nodes/http://dbpedia.org/resource/University_of_Southern_Queensland/rank_weighted,13852.000000,4051.000000,3984.000000,-0.712388
nodes/http://dbpedia.org/resource/Evan_Durbin/rank_shift,1825.000000,1639.000000,525.000000,-0.712329
nodes/http://dbpedia.org/resource/Order_of_Australia/rank_unweighted,10456.000000,996.000000,3008.000000,-0.712318
nodes/http://dbpedia.org/resource/Thomas_Oakley_(British_politician)/rank_shift,1633.000000,1192.000000,470.000000,-0.712186
nodes/http://dbpedia.org/resource/Electoral_district_of_South_Brisbane/rank_weighted,24337.000000,2152.000000,7005.000000,-0.712167
nodes/http://dbpedia.org/resource/Autonomous_communities_of_Spain/unweighted,0.267546,1.473757,0.458072,0.712126
"nodes/http://dbpedia.org/resource/Ayr,_Queensland/rank_weighted",21368.000000,4060.000000,6157.000000,-0.711859
nodes/http://dbpedia.org/resource/Ramsay_MacDonald/rank_shift,156.000000,54.000000,45.000000,-0.711538
nodes/http://dbpedia.org/resource/Stuart_Bevan/unweighted,0.579990,0.355002,0.167327,-0.711500
nodes/http://dbpedia.org/resource/Journalist/entropy_weighted,0.641373,0.412701,0.185038,-0.711497
nodes/http://dbpedia.org/resource/Bill_Byrne_(politician)/rank_shift,2516.000000,312.000000,726.000000,-0.711447
nodes/http://dbpedia.org/resource/Dublin/entropy_weighted,0.690814,2.168859,0.199610,-0.711051
nodes/http://dbpedia.org/resource/George_Banton/rank_unweighted,9196.000000,1007.000000,2658.000000,-0.710961
nodes/http://dbpedia.org/resource/Henry_Smith_Wright/rank_unweighted,8057.000000,7783.000000,13785.000000,0.710935
nodes/http://dbpedia.org/resource/Tašmajdan_Sports_and_Recreation_Center/rank_weighted,25410.000000,15777.000000,7347.000000,-0.710862
"nodes/http://dbpedia.org/resource/Henry_Tufton,_1st_Baron_Hothfield/rank_unweighted",8058.000000,6099.000000,13786.000000,0.710846
nodes/http://dbpedia.org/resource/Euan_Wallace/rank_shift,937.000000,737.000000,271.000000,-0.710779
"nodes/http://dbpedia.org/resource/King's_College,_Cambridge/unweighted",0.690374,0.840723,0.199683,-0.710761
nodes/http://dbpedia.org/resource/Malta/unweighted,0.603927,0.300260,0.174771,-0.710609
"nodes/http://dbpedia.org/resource/University_College,_Oxford/rank_shift",-829.000000,-225.000000,-240.000000,0.710495
nodes/http://dbpedia.org/resource/Stanley_Hughes_le_Fleming/rank_unweighted,8059.000000,7784.000000,13784.000000,0.710386
nodes/http://dbpedia.org/resource/Repton_School/rank_unweighted,10238.000000,6550.000000,2966.000000,-0.710295
nodes/http://dbpedia.org/resource/Tudor_Walters/rank_weighted,3223.000000,2156.000000,5512.000000,0.710208
nodes/http://dbpedia.org/resource/Charlie_Cramp/rank_unweighted,5572.000000,1635.000000,1615.000000,-0.710158
nodes/http://dbpedia.org/resource/Mark_McArdle/rank_weighted,8770.000000,181.000000,2542.000000,-0.710148
nodes/http://dbpedia.org/resource/Central_Athens_(regional_unit)/rank_weighted,17276.000000,7319.000000,5008.000000,-0.710118
nodes/http://dbpedia.org/resource/Ukraine/entropy_weighted,0.555128,0.249158,0.161000,-0.709976
"nodes/http://dbpedia.org/resource/Walter_Guinness,_1st_Baron_Moyne/unweighted",0.791170,1.114130,0.229557,-0.709852
nodes/http://dbpedia.org/resource/Thomas_Burt/rank_shift,1254.000000,604.000000,364.000000,-0.709729
"nodes/http://dbpedia.org/resource/Anne_Arundel_County,_Maryland/rank_unweighted",4987.000000,1177.000000,1448.000000,-0.709645
nodes/http://dbpedia.org/resource/Anschutz_Entertainment_Group/rank_unweighted,10278.000000,7378.000000,2985.000000,-0.709574
"nodes/http://dbpedia.org/resource/Charleston,_West_Virginia/unweighted",0.527219,0.629841,0.153123,-0.709564
nodes/http://dbpedia.org/resource/Electoral_district_of_Callide/rank_weighted,25495.000000,578.000000,7406.000000,-0.709512
nodes/http://dbpedia.org/resource/Brighton/rank_weighted,2965.000000,4798.000000,5068.000000,0.709275
"nodes/http://dbpedia.org/resource/Ayr,_Queensland/rank_unweighted",22079.000000,4211.000000,6419.000000,-0.709271
nodes/http://dbpedia.org/resource/Oswald_Mosley/unweighted,0.635191,1.196184,0.184764,-0.709120
"nodes/http://dbpedia.org/resource/George_Younger,_1st_Viscount_Younger_of_Leckie/rank_unweighted",8249.000000,4673.000000,2400.000000,-0.709056
"nodes/http://dbpedia.org/resource/Ipswich,_Queensland/rank_unweighted",8529.000000,793.000000,2482.000000,-0.708993
nodes/http://dbpedia.org/resource/John_Pratt_(Liberal_politician)/rank_unweighted,10033.000000,3002.000000,17145.000000,0.708861
nodes/http://dbpedia.org/resource/Geographical_regions_of_Turkey/rank_weighted,21914.000000,17209.000000,6383.000000,-0.708725
nodes/http://dbpedia.org/resource/Bundaberg/rank_unweighted,14741.000000,1295.000000,4294.000000,-0.708704
nodes/http://dbpedia.org/resource/Alfred_Bigland/rank_shift,1160.000000,1527.000000,338.000000,-0.708621
nodes/http://dbpedia.org/resource/Frankfurt/unweighted,0.568660,0.227761,0.165738,-0.708547
predicate_weights/http://dbpedia.org/property/familySeat,0.236535,0.393961,0.404075,0.708307
"nodes/http://dbpedia.org/resource/Victor_Bulwer-Lytton,_2nd_Earl_of_Lytton/rank_shift",1073.000000,1218.000000,313.000000,-0.708295
nodes/http://dbpedia.org/resource/Joseph_Forbes_Duncan/rank_unweighted,30945.000000,3026.000000,9030.000000,-0.708192
nodes/http://dbpedia.org/resource/Westminster/unweighted,2.148965,4.174662,0.627525,-0.707987
"nodes/http://dbpedia.org/resource/George_Cave,_1st_Viscount_Cave/rank_weighted",5373.000000,2675.000000,1569.000000,-0.707984
nodes/http://dbpedia.org/resource/Baron_Sandford/rank_shift,1510.000000,1659.000000,2579.000000,0.707947
"nodes/http://dbpedia.org/resource/Kern_County,_California/rank_shift",-1437.000000,-1211.000000,-420.000000,0.707724
nodes/http://dbpedia.org/resource/Kaunas/unweighted,0.207265,0.256209,0.353949,0.707714
"nodes/http://dbpedia.org/resource/Fall_River,_Massachusetts/unweighted",0.582639,0.214256,0.170353,-0.707618
"nodes/http://dbpedia.org/resource/Martin_Attlee,_2nd_Earl_Attlee/rank_shift",-1874.000000,-1212.000000,-548.000000,0.707577
nodes/http://dbpedia.org/resource/Jo-Ann_Miller/rank_unweighted,14558.000000,1080.000000,4259.000000,-0.707446
"nodes/http://dbpedia.org/resource/Pelham,_New_Hampshire/rank_shift",646.000000,-376.000000,189.000000,-0.707430
nodes/http://dbpedia.org/resource/United_States_Marine_Corps/unweighted,0.793892,0.196381,0.232328,-0.707356
nodes/http://dbpedia.org/resource/Andrew_Cripps/rank_unweighted,18195.000000,1050.000000,5326.000000,-0.707282
"nodes/http://dbpedia.org/resource/Edmund_FitzAlan-Howard,_1st_Viscount_FitzAlan_of_Derwent/rank_shift",1154.000000,-178.000000,338.000000,-0.707106
nodes/http://dbpedia.org/resource/Jeff_Knuth/rank_weighted,22272.000000,5560.000000,6525.000000,-0.707031
nodes/http://dbpedia.org/resource/Steve_Dickson/rank_weighted,8293.000000,332.000000,2430.000000,-0.706982
nodes/http://dbpedia.org/resource/George_Toulmin/rank_weighted,2917.000000,5760.000000,4979.000000,0.706891
nodes/http://dbpedia.org/resource/Graham_Woodwark/rank_weighted,13851.000000,22925.000000,4062.000000,-0.706736
nodes/http://dbpedia.org/resource/Rugby_School/rank_weighted,12312.000000,5465.000000,3612.000000,-0.706628
nodes/http://dbpedia.org/resource/Manager_of_Opposition_Business_in_the_House_(Queensland)/rank_unweighted,17464.000000,2277.000000,5125.000000,-0.706539
"nodes/http://dbpedia.org/resource/David_Lindsay,_27th_Earl_of_Crawford/rank_weighted",3104.000000,2361.000000,911.000000,-0.706508
nodes/http://dbpedia.org/resource/Lord_Chancellor/unweighted,0.765650,0.960386,0.224771,-0.706430
"nodes/http://dbpedia.org/resource/David_Quibell,_1st_Baron_Quibell/rank_shift",2517.000000,1158.000000,739.000000,-0.706397
"nodes/http://dbpedia.org/resource/Charles_Latham,_1st_Baron_Latham/rank_shift",940.000000,430.000000,276.000000,-0.706383
nodes/http://dbpedia.org/resource/Arthur_Greenwood/rank_weighted,1426.000000,221.000000,419.000000,-0.706171
nodes/http://dbpedia.org/resource/Treasurer_of_the_Household/rank_weighted,381.000000,568.000000,650.000000,0.706037
"nodes/http://dbpedia.org/resource/Caroline_County,_Maryland/rank_weighted",10055.000000,2685.000000,2956.000000,-0.706017
nodes/http://dbpedia.org/resource/Edmund_Ashworth_Radford/unweighted,0.580829,0.317991,0.171071,-0.705470
nodes/http://dbpedia.org/resource/Henry_Campbell-Bannerman/rank_unweighted,1527.000000,1085.000000,2604.000000,0.705305
nodes/http://dbpedia.org/resource/Edward_Shortt/rank_weighted,3202.000000,1826.000000,944.000000,-0.705184
nodes/http://dbpedia.org/resource/Oliver_Stanley/rank_shift,875.000000,800.000000,258.000000,-0.705143
nodes/http://dbpedia.org/resource/University_of_Adelaide/rank_weighted,8640.000000,2665.000000,14732.000000,0.705093
nodes/http://dbpedia.org/resource/Victor_Seely/rank_shift,868.000000,227.000000,1480.000000,0.705069
nodes/http://dbpedia.org/resource/Eton_College/rank_weighted,851.000000,137.000000,251.000000,-0.705053
nodes/http://dbpedia.org/resource/Arthur_Moody/rank_unweighted,7401.000000,8151.000000,12618.000000,0.704905
nodes/http://dbpedia.org/resource/Arthur_Heneage/unweighted,0.533763,0.820140,0.157583,-0.704770
"nodes/http://dbpedia.org/resource/Aberdeen,_Maryland/rank_shift",1541.000000,59.000000,455.000000,-0.704737
"nodes/http://dbpedia.org/resource/Hilda_Runciman,_Viscountess_Runciman_of_Doxford/unweighted",0.601199,0.256227,0.177516,-0.704731
"nodes/http://dbpedia.org/resource/William_Morrison,_1st_Viscount_Dunrossil/rank_weighted",1700.000000,1139.000000,502.000000,-0.704706
"nodes/http://dbpedia.org/resource/East_Carroll_Parish,_Louisiana/rank_weighted",10700.000000,5940.000000,3160.000000,-0.704673
"nodes/http://dbpedia.org/resource/Henry_Cautley,_1st_Baron_Cautley/unweighted",0.695617,0.781464,0.205529,-0.704537
"nodes/http://dbpedia.org/resource/Harold_Balfour,_1st_Baron_Balfour_of_Inchrye/rank_shift",1445.000000,784.000000,427.000000,-0.704498
nodes/http://dbpedia.org/resource/Bugbear/rank_unweighted,15237.000000,20065.000000,25969.000000,0.704338
nodes/http://dbpedia.org/resource/Donald_Maclean_(British_politician)/unweighted,0.754251,0.885744,0.223267,-0.703989
nodes/http://dbpedia.org/resource/Richard_Winfrey/rank_weighted,15992.000000,6155.000000,4735.000000,-0.703914
nodes/http://dbpedia.org/resource/United_States_Navy/entropy_weighted,0.641117,0.200410,0.189866,-0.703851
nodes/http://dbpedia.org/resource/Neville_Dixey/rank_unweighted,30960.000000,13021.000000,9170.000000,-0.703811
"nodes/http://dbpedia.org/resource/Henry_Thynne,_6th_Marquess_of_Bath/unweighted",0.547199,0.397143,0.162112,-0.703742
nodes/http://dbpedia.org/resource/University_of_Oxford/rank_unweighted,216.000000,74.000000,368.000000,0.703704
"nodes/http://dbpedia.org/resource/Thomasville,_Georgia/rank_shift",847.000000,-229.000000,251.000000,-0.703660
nodes/http://dbpedia.org/resource/Tarnya_Smith/rank_weighted,26566.000000,2042.000000,7873.000000,-0.703644
nodes/http://dbpedia.org/resource/Malcolm_Campbell-Johnston/rank_shift,1100.000000,891.000000,326.000000,-0.703636
nodes/http://dbpedia.org/resource/Observational_comedy/rank_unweighted,3995.000000,10493.000000,1184.000000,-0.703630
nodes/http://dbpedia.org/resource/Lord_Chamberlain/rank_weighted,5948.000000,4005.000000,10133.000000,0.703598
nodes/http://dbpedia.org/resource/Square_dance/entropy_weighted,0.505597,0.392658,0.150000,-0.703321
"nodes/http://dbpedia.org/resource/Arthur_Lee,_1st_Viscount_Lee_of_Fareham/rank_unweighted",5945.000000,5197.000000,1765.000000,-0.703112
nodes/http://dbpedia.org/resource/Steve_Dickson/rank_unweighted,10669.000000,671.000000,3168.000000,-0.703065
nodes/http://dbpedia.org/resource/Desley_Boyle/rank_weighted,10973.000000,460.000000,3259.000000,-0.702998
nodes/http://dbpedia.org/resource/Peter_Dowling/rank_unweighted,14749.000000,8382.000000,25117.000000,0.702963
nodes/http://dbpedia.org/resource/Suffolk/entropy_weighted,0.658099,0.560878,0.195706,-0.702619
"nodes/http://dbpedia.org/resource/San_Bernardino_County,_California/rank_shift",-1244.000000,-1002.000000,-370.000000,0.702572
nodes/http://dbpedia.org/resource/Paul_Latham/unweighted,0.554324,0.462667,0.164891,-0.702536
nodes/http://dbpedia.org/resource/Progressive_Party_(London)/rank_shift,-4104.000000,-2969.000000,-1221.000000,0.702485
nodes/http://dbpedia.org/resource/Frank_Owen_(politician)/unweighted,0.536731,0.634739,0.159695,-0.702467
"nodes/http://dbpedia.org/resource/Havre_de_Grace,_Maryland/rank_unweighted",14658.000000,3089.000000,4362.000000,-0.702415
"nodes/http://dbpedia.org/resource/Edward_Stanley,_17th_Earl_of_Derby/rank_unweighted",3313.000000,1363.000000,986.000000,-0.702385
nodes/http://dbpedia.org/resource/Hugh_Dalton/rank_shift,608.000000,478.000000,181.000000,-0.702303
nodes/http://dbpedia.org/resource/Francis_Dyke_Acland/rank_shift,702.000000,725.000000,209.000000,-0.702279
nodes/http://dbpedia.org/resource/Leicester/rank_shift,554.000000,83.000000,165.000000,-0.702166
nodes/http://dbpedia.org/resource/Northeastern_University/rank_unweighted,8281.000000,7672.000000,2470.000000,-0.701727
nodes/http://dbpedia.org/resource/Grantham_(UK_Parliament_constituency)/rank_weighted,9437.000000,15020.000000,16059.000000,0.701706
nodes/http://dbpedia.org/resource/Harry_Hylton-Foster/rank_unweighted,14095.000000,4348.000000,4205.000000,-0.701667
nodes/http://dbpedia.org/resource/Warren_Pitt/rank_weighted,17857.000000,329.000000,5329.000000,-0.701574
nodes/http://dbpedia.org/resource/Norman_Coates/rank_shift,1788.000000,671.000000,534.000000,-0.701342
"nodes/http://dbpedia.org/resource/Princess_Anne,_Maryland/rank_shift",1807.000000,-789.000000,540.000000,-0.701162
"nodes/http://dbpedia.org/resource/Langley_Park,_Maryland/rank_unweighted",20670.000000,8974.000000,6177.000000,-0.701161
nodes/http://dbpedia.org/resource/Central_European_Time/entropy_weighted,0.737844,0.865026,0.220536,-0.701107
nodes/http://dbpedia.org/resource/Edward_Porter_(Labour_politician)/rank_unweighted,3061.000000,5385.000000,5207.000000,0.701078
nodes/http://dbpedia.org/resource/Mavis_Tate/unweighted,0.587961,0.324498,0.176026,-0.700617
nodes/http://dbpedia.org/resource/Godfrey_Locker-Lampson/entropy_weighted,0.560823,0.401113,0.167945,-0.700538
nodes/http://dbpedia.org/resource/South_Dorset_(UK_Parliament_constituency)/unweighted,0.517039,0.325248,0.154841,-0.700523
nodes/http://dbpedia.org/resource/Walter_Baker_(British_politician)/rank_shift,1589.000000,1977.000000,476.000000,-0.700441
nodes/http://dbpedia.org/resource/Ernest_Bennett_(politician)/rank_unweighted,23000.000000,10073.000000,6892.000000,-0.700348
"nodes/http://dbpedia.org/resource/Concord,_New_Hampshire/unweighted",1.566207,1.337808,0.469404,-0.700292
nodes/http://dbpedia.org/resource/Gloucestershire/entropy_weighted,0.586050,0.513934,0.175657,-0.700270
nodes/http://dbpedia.org/resource/Kensington_South_(UK_Parliament_constituency)/rank_unweighted,10982.000000,15979.000000,18672.000000,0.700237
nodes/http://dbpedia.org/resource/Ulverston/rank_weighted,9647.000000,16498.000000,2893.000000,-0.700114
nodes/http://dbpedia.org/resource/Baron_Broughshane/rank_unweighted,10983.000000,15982.000000,18671.000000,0.699991
nodes/http://dbpedia.org/resource/Edward_Shortt/rank_unweighted,4506.000000,2886.000000,1352.000000,-0.699956
nodes/http://dbpedia.org/resource/Leader_of_the_Labour_Party_(UK)/rank_weighted,3181.000000,507.000000,955.000000,-0.699780
nodes/http://dbpedia.org/resource/East_Sussex/entropy_weighted,0.665681,0.650482,0.199905,-0.699698
nodes/http://dbpedia.org/resource/British_Hong_Kong/unweighted,0.526596,0.193439,0.158287,-0.699415
nodes/http://dbpedia.org/resource/The_Right_Honourable/entropy_weighted,2.635085,11.855622,0.792126,-0.699393
nodes/http://dbpedia.org/resource/Secretary_of_State_for_Education/rank_shift,602.000000,48.000000,181.000000,-0.699336
nodes/http://dbpedia.org/resource/Alfred_Hill_(politician)/rank_shift,745.000000,362.000000,224.000000,-0.699329
nodes/http://dbpedia.org/resource/Arthur_Greenwood/rank_unweighted,2072.000000,621.000000,623.000000,-0.699324
nodes/http://dbpedia.org/resource/Commodore_(Royal_Navy)/rank_weighted,25873.000000,8022.000000,7789.000000,-0.698953
nodes/http://dbpedia.org/resource/Douglas_King_(politician)/rank_unweighted,4577.000000,5013.000000,1378.000000,-0.698929
"nodes/http://dbpedia.org/resource/Sir_Charles_Cayzer,_1st_Baronet/rank_shift",1617.000000,1070.000000,487.000000,-0.698825
nodes/http://dbpedia.org/resource/Bundaberg/rank_weighted,13427.000000,1246.000000,4047.000000,-0.698592
nodes/http://dbpedia.org/resource/William_Adamson/rank_weighted,2611.000000,1454.000000,787.000000,-0.698583
nodes/http://dbpedia.org/resource/Nicholas_Grattan-Doyle/rank_weighted,17418.000000,22187.000000,29583.000000,0.698415
"nodes/http://dbpedia.org/resource/Charles_Dukes,_1st_Baron_Dukeston/rank_weighted",968.000000,1604.000000,292.000000,-0.698347
nodes/http://dbpedia.org/resource/Jeff_Knuth/rank_unweighted,21445.000000,5729.000000,6469.000000,-0.698345
nodes/http://dbpedia.org/resource/Businessperson/entropy_weighted,0.518073,0.325864,0.156296,-0.698313
nodes/http://dbpedia.org/resource/Jocelyn_Lucas/rank_unweighted,6500.000000,6428.000000,1962.000000,-0.698154
nodes/http://dbpedia.org/resource/Financial_Secretary_to_the_War_Office/rank_shift,1000.000000,615.000000,302.000000,-0.698000
"nodes/http://dbpedia.org/resource/Hampstead,_Maryland/rank_shift",1903.000000,545.000000,575.000000,-0.697846
nodes/http://dbpedia.org/resource/Edward_Harney/rank_unweighted,19091.000000,5267.000000,5770.000000,-0.697763
"nodes/http://dbpedia.org/resource/Glen_Burnie,_Maryland/rank_shift",1184.000000,-1241.000000,358.000000,-0.697635
"nodes/http://dbpedia.org/resource/Frederick_Pethick-Lawrence,_1st_Baron_Pethick-Lawrence/rank_unweighted",1845.000000,1538.000000,558.000000,-0.697561
nodes/http://dbpedia.org/resource/Hertfordshire/entropy_weighted,0.767476,0.854023,0.232162,-0.697499
nodes/http://dbpedia.org/resource/Bromley_(UK_Parliament_constituency)/rank_shift,1061.000000,1178.000000,321.000000,-0.697455
"nodes/http://dbpedia.org/resource/Reginald_Sorensen,_Baron_Sorensen/unweighted",0.595967,0.644179,0.180374,-0.697343
nodes/http://dbpedia.org/resource/Butter/rank_shift,-3573.000000,-2784.000000,-1082.000000,0.697173
nodes/http://dbpedia.org/resource/Rob_Borbidge/rank_unweighted,19456.000000,186.000000,5892.000000,-0.697163
nodes/http://dbpedia.org/resource/Andrew_MacLaren/rank_weighted,1301.000000,1474.000000,2208.000000,0.697156
nodes/http://dbpedia.org/resource/Bolton/unweighted,0.676603,0.732724,0.204925,-0.697126
nodes/http://dbpedia.org/resource/Father_of_the_House/entropy_weighted,0.560775,0.387084,0.169867,-0.697085
nodes/http://dbpedia.org/resource/Deputy_Premier_of_Queensland/rank_unweighted,15790.000000,623.000000,4784.000000,-0.697023
nodes/http://dbpedia.org/resource/Frederick_Kellaway/rank_shift,1607.000000,1201.000000,487.000000,-0.696951
nodes/http://dbpedia.org/resource/Arthur_Creech_Jones/rank_unweighted,2705.000000,1383.000000,820.000000,-0.696858
nodes/http://dbpedia.org/resource/Rob_Borbidge/rank_weighted,22018.000000,84.000000,6676.000000,-0.696794
nodes/http://dbpedia.org/resource/Army_Reserve_(United_Kingdom)/rank_shift,-4003.000000,-1717.000000,-1214.000000,0.696727
"nodes/http://dbpedia.org/resource/Henry_Forster,_1st_Baron_Forster/rank_shift",1447.000000,1179.000000,439.000000,-0.696614
nodes/http://dbpedia.org/resource/University_of_Queensland/rank_shift,145.000000,75.000000,44.000000,-0.696552
nodes/http://dbpedia.org/resource/Jeff_Seeney/rank_weighted,5536.000000,65.000000,1680.000000,-0.696532
nodes/http://dbpedia.org/resource/Lord_Privy_Seal/rank_shift,481.000000,305.000000,146.000000,-0.696466
"nodes/http://dbpedia.org/resource/Devon,_Pennsylvania/rank_unweighted",14397.000000,19030.000000,24424.000000,0.696465
nodes/http://dbpedia.org/resource/Popular_culture/unweighted,0.620144,0.802554,0.188297,-0.696366
nodes/http://dbpedia.org/resource/Malcolm_Turnbull/entropy_weighted,0.498041,0.506892,0.151281,-0.696249
nodes/http://dbpedia.org/resource/Nepal/entropy_weighted,0.498198,0.253878,0.151329,-0.696248
nodes/http://dbpedia.org/resource/Thomas_Griffiths_(politician)/rank_unweighted,2962.000000,2996.000000,900.000000,-0.696151
nodes/http://dbpedia.org/resource/Mayor-Council-Manager/rank_shift,-3659.000000,-2133.000000,-6206.000000,-0.696092
nodes/http://dbpedia.org/resource/Alan_McLean_(MP)/rank_shift,2734.000000,1450.000000,831.000000,-0.696050
nodes/http://dbpedia.org/resource/Griffith_University/unweighted,0.185371,1.576486,0.314396,0.696037
nodes/http://dbpedia.org/resource/Fred_Longden/rank_shift,2635.000000,575.000000,801.000000,-0.696015
nodes/http://dbpedia.org/resource/Hugh_Rathbone/unweighted,0.534486,0.150284,0.162559,-0.695858
nodes/http://dbpedia.org/resource/Mark_McArdle/rank_unweighted,10348.000000,360.000000,3148.000000,-0.695787
nodes/http://dbpedia.org/resource/Buddhism/rank_shift,-332.000000,-220.000000,-563.000000,-0.695783
nodes/http://dbpedia.org/resource/Lieutenant/unweighted,0.746889,0.224038,0.227310,-0.695658
nodes/http://dbpedia.org/resource/J._Griffyth_Fairfax/rank_weighted,2515.000000,3878.000000,766.000000,-0.695427
nodes/http://dbpedia.org/resource/Chancellor_of_the_Duchy_of_Lancaster/unweighted,1.223223,1.856915,0.372608,-0.695388
nodes/http://dbpedia.org/resource/Nea_Smyrni/rank_weighted,11125.000000,8509.000000,3389.000000,-0.695371
"nodes/http://dbpedia.org/resource/Douglas_Clifton_Brown,_1st_Viscount_Ruffside/rank_shift",732.000000,521.000000,223.000000,-0.695355
"nodes/http://dbpedia.org/resource/Takoma_Park,_Maryland/rank_weighted",10129.000000,4358.000000,3086.000000,-0.695330
nodes/http://dbpedia.org/resource/Rab_Butler/unweighted,1.021287,1.193520,0.311277,-0.695211
nodes/http://dbpedia.org/resource/Nova_Scotia/unweighted,0.507348,0.683574,0.154669,-0.695143
nodes/http://dbpedia.org/resource/Arthur_Henry_Aylmer_Morton/rank_shift,1702.000000,1081.000000,519.000000,-0.695065
nodes/http://dbpedia.org/resource/Lawrence_Robson/rank_weighted,5211.000000,13041.000000,1590.000000,-0.694876
nodes/http://dbpedia.org/resource/Francis_Capel_Harrison/unweighted,0.770453,0.466839,0.235104,-0.694850
nodes/http://dbpedia.org/resource/Stephen_Collins_(politician)/unweighted,0.770453,0.466839,0.235104,-0.694850
nodes/http://dbpedia.org/resource/Rhondda/rank_unweighted,8159.000000,6119.000000,13828.000000,0.694816
nodes/http://dbpedia.org/resource/Alfred_Short/rank_shift,1163.000000,657.000000,355.000000,-0.694755
"nodes/http://dbpedia.org/resource/Archibald_Sinclair,_1st_Viscount_Thurso/entropy_weighted",0.626227,0.629340,0.191170,-0.694728
nodes/http://dbpedia.org/resource/Comedian/rank_shift,1325.000000,-818.000000,405.000000,-0.694340
nodes/http://dbpedia.org/resource/Treasurer_of_Queensland/rank_shift,2608.000000,218.000000,798.000000,-0.694018
nodes/http://dbpedia.org/resource/Rob_Borbidge/rank_shift,-2562.000000,102.000000,-784.000000,0.693989
nodes/http://dbpedia.org/resource/Frank_Heilgers/unweighted,0.502348,0.397912,0.153864,-0.693711
"nodes/http://dbpedia.org/resource/Langley_Park,_Maryland/rank_weighted",19945.000000,9373.000000,6110.000000,-0.693658
"nodes/http://dbpedia.org/resource/Sir_John_Gilmour,_2nd_Baronet/unweighted",0.624466,0.548578,0.191332,-0.693606
nodes/http://dbpedia.org/resource/Archibald_Boyd-Carpenter/rank_shift,1103.000000,760.000000,338.000000,-0.693563
nodes/http://dbpedia.org/resource/Regions_of_Italy/rank_shift,-9235.000000,-3882.000000,-2830.000000,0.693557
"nodes/http://dbpedia.org/resource/Arthur_Samuel,_1st_Baron_Mancroft/rank_shift",1230.000000,1390.000000,377.000000,-0.693496
nodes/http://dbpedia.org/resource/National_Labour_Organisation/rank_unweighted,5989.000000,2091.000000,1838.000000,-0.693104
nodes/http://dbpedia.org/resource/New_Mexico/entropy_weighted,0.533991,0.196062,0.163906,-0.693055
nodes/http://dbpedia.org/resource/Patrick_Duffy_(British_politician)/rank_shift,1456.000000,812.000000,447.000000,-0.692995
"nodes/http://dbpedia.org/resource/Princess_Anne,_Maryland/rank_unweighted",21738.000000,4682.000000,6675.000000,-0.692934
nodes/http://dbpedia.org/resource/T._P._O'Connor/unweighted,0.583191,0.585764,0.179110,-0.692880
"nodes/http://dbpedia.org/resource/Arthur_Salter,_1st_Baron_Salter/rank_unweighted",5836.000000,4026.000000,1793.000000,-0.692769
nodes/http://dbpedia.org/resource/Jeff_Seeney/rank_unweighted,6856.000000,174.000000,2107.000000,-0.692678
"nodes/http://dbpedia.org/resource/Sir_Edward_Campbell,_1st_Baronet/rank_shift",1077.000000,1169.000000,331.000000,-0.692665
nodes/http://dbpedia.org/resource/Maurice_Macmillan/rank_weighted,1626.000000,2894.000000,2752.000000,0.692497
nodes/http://dbpedia.org/resource/Paris/rank_shift,91.000000,-25.000000,28.000000,-0.692308
nodes/http://dbpedia.org/resource/Ben_Tillett/rank_shift,952.000000,485.000000,293.000000,-0.692227
"nodes/http://dbpedia.org/resource/Princess_Anne,_Maryland/rank_weighted",19931.000000,5471.000000,6135.000000,-0.692188
nodes/http://dbpedia.org/resource/Seymour_King/rank_weighted,7168.000000,9190.000000,12129.000000,0.692104
nodes/http://www.Hagerstownmd.org/rank_shift,1369.000000,249.000000,2316.000000,0.691746
nodes/http://dbpedia.org/resource/A._A._Purcell/rank_unweighted,2913.000000,1917.000000,898.000000,-0.691727
nodes/http://dbpedia.org/resource/Horsham_(UK_Parliament_constituency)/unweighted,0.495671,0.346480,0.152860,-0.691610
"nodes/http://dbpedia.org/resource/Robert_Crewe-Milnes,_1st_Marquess_of_Crewe/rank_shift",791.000000,344.000000,244.000000,-0.691530
"nodes/http://dbpedia.org/resource/A._V._Alexander,_1st_Earl_Alexander_of_Hillsborough/rank_shift",833.000000,794.000000,257.000000,-0.691477
nodes/http://dbpedia.org/resource/Vice-Chamberlain_of_the_Household/unweighted,0.844742,0.799797,0.260628,-0.691470
nodes/http://dbpedia.org/resource/Western_European_Summer_Time/unweighted,0.550615,2.633539,0.170006,-0.691243
"nodes/http://dbpedia.org/resource/James_Hope,_1st_Baron_Rankeillour/rank_shift",1318.000000,1052.000000,407.000000,-0.691199
nodes/http://dbpedia.org/resource/Charles_McCurdy/rank_unweighted,3405.000000,1666.000000,1052.000000,-0.691043
